126,Beyaz,Acne,"""I have been taking Beyaz for exactly a month now and my acne has cleared up so much! I have always had really bad skin and It has made it flawless! It is amazing! I love Beyaz!""",10,14-Aug-12,CVS - 9944,3081 STEVENS CREEK BOULEVARD,95050,408-243-7774
127,Lo Loestrin Fe,Birth Control,"""Ive been on this pill for 9 months now and I love it! I have severe migraines so it is hard to find a birth control that doesnt make them 10x worse. My migraines have almost disappeared since I started this pill! Also, I had one period upon starting the pills and I havent had one since. In the beginning of my trial, I did go through some changes. I was moody all the time, my breasts stayed sore to the extent that I could hardly move around. Other than that, I had no issues. I havent had any weight changes, acne changes or anything like that. My body returned to better than normal after maybe three months. Mood changes disappeared, no period, no cramps, no soreness. Overall I am satisfied!""",10,10-Sep-15,FRED MEYER,2500 SANTIAM HIGHWAY SOUTHEAST,97322,541-967-6730
128,Ethinyl estradiol / norgestimate,Birth Control,"""I ve been on Sprintec for two months now and my doctor had told me that if I wanted to skip my period I could just skip over the white and jump right into the next pack. So after deciding to do so I ve been bleeding for the past week now unexpectedly throughout the day. I have never had acne before but now that I ve been on Sprintec my forehead has been spotting. Also my breasts have become larger I believe but sore to touch almost everyday. I have gained about 10lbs from it, and my sex drive is gone about halfway through activity. And I ve also been feeling bloated. I m not totally  satisfied with the product but not totally dissatisfied since it obviously works. Debating going off it though.""",5,07-Aug-11,CVS - 9895,100 NORTH SAN TOMAS AQUINO ROAD,95008,408-374-1333
129,Yasmin,Acne,"""Love this pill. Went on it and cleared my skin, but I didn t know that Yasmin was clearing it I thought it was just the fact I was no longer a teenager. Stopped taking this pill to get an implant to avoid periods. Well, it was hell, acne came back full blown and periods were relentless. Went back to the doctor today and got Yasmin again! So excited for clear skin again!""",10,08-Feb-16,SAFEWAY,700 HIGHWAY 101,97439,541-902-1905
130,Bupropion,ADHD,"""I ve been on Wellbutrin for over a year now and I will probably be on it for the rest of my life.  I have a dry mouth occasionally, food doesn t taste as good as it used to, and it makes me sweat a little more than normal, but without this medication I would be in a fetal position, in bed and crying most of the time.  I would never even consider going off of it. I ve tried for just a couple of days and the old symptoms of sadness start to set in.  I took Zoloft for a while and it made me gain weight and I just wanted to sleep all the time. I was a zombie.  If it weren t for Wellbutrin, I would probably be a recluse.  Nothing interested me and I didn t want any social interaction.  Now, I can t wait to get out and be around people. GOOD!""",10,15-Jun-11,CVS - 9342,850 EAST DUNNE AVENUE,95037,408-779-6580
131,Zoloft,Depression,"""I was on this medication for about 2 months and it was an awful experience. I started out on 25mg and I couldn t really feel any emotions, so they increased the dosage to 50mg. I started feeling worse, so I was told to increase the dosage again. Once I got to 75mg, I started becoming angry, even more anxious than I was before, I had an out-of-body experience, and I was becoming incredibly impulsive. After trying another anti-depressant and failing, it is believed that I have a mood disorder and was placed on mood stabilizers.""",2,28-Jun-17,ADVANTACARE,1255 REAMWOOD AVENUE,94089,408-524-1860
132,Nucynta ER,Diabetic Peripheral Neuropathy,"""My step dad was using this Medication for less than two weeks before the pill itself killed him, proof is in the death certificate. He was not abusing either. He complained from day one of taking it of many side affects. Sleeplessness dizziness trouble urinating hallucinations still felt pain couldn t stand without falling etc,. He asked his doctor to be off the pill and they told him to wait until they see him the following Month. Also fault in there practice too.""",1,22-Jul-16,CVS - 3938,1496 POLLARD ROAD,95032,408-376-3527
133,Prozac,Major Depressive Disorde,"""I lost my sexuality from the first pill, overnight it went from 100% to 0%. Was told it was a common sideeffect, so I continued using Prozac (called Fontex here i Norway), after a while I didn t want thouse sideeffect so I stopped using. But my loss of ibido and ED continued. Now 3-4 years later my problems is still the same, doctors refuse to belive me, but I m certain, I had very high sex drive before my first Prozac/Fontex pill. No I can t keep my erection more than 5 seconds and my penis often feels numb. This pill should have been illegal. (Sorry for my poor english)""",1,17-Nov-15,RITE AID - 5876,880 NORTHRIDGE SHOPPING CENTER,93906,831-449-2481
134,BuSpar,Anxiety,"""I m a 32 year old male and I ve been taking buspar for about 10 months. At first it did nothing but make my anxiety worse. I would wake up with to full blown panic attacks and have the worse nightmares ever. However I m now taking 40mg of citaloptam a day mixed with the buspar 15mg and 1mg of xanax twice a day. And Zanax! I have  insomnia mixed with with deep anxiety issues. The problem that I have is the buspar makes me so fat! I m literally considering stop taking it and just see of the other meds can help. Buspar Alone is no  substitution for anxiety drug and wouldn t recommend it...""",3,31-Dec-16,ALBERTSONS-SAVON - 513,4740 ROYAL AVENUE,97402,541-688-6569
135,Kariva,Birth Control,"""I ve been on Kariva for 5 months now, and am looking to switch. I get my period the third week of pills for several days, and then again the fourth week as a full period. Both sets of periods I get come with cramps, bloating (and several pounds of weight gain, which disappears once my period is over), and moodiness. When I asked my doctor to switch initially, she suggested I wait several months, as sometimes these effects subside, but mine have not.""",6,17-Nov-09,ALBERTSONS-SAVON - 574,5755 MAIN STREET,97478,541-741-1525
136,Escitalopram,Depression,"""Very good for GAD mixed with depression. I felt worse for 2 months but then felt amazing :) give it a chance""",10,21-Dec-15,SAFEWAY,555 EAST CALAVERAS BOULEVARD,95035,408-262-9855
137,Microgestin Fe 1 / 20,12</span> users found this comment helpful.,"""I was really worried at first because of all the negative comments. I just finished my first month of Microgestin, and I had absolutely no side effects. I have not seen significant weight gain or terrible acne. In fact, I think this medication has actually reduced my acne! My skin s clear and smooth, and I don t have painful heavy periods anymore. I think it s worth giving this medication a try!""",9,24-Dec-12,RITE AID - 5883,160 COUNTRY CLUB GATE CENTER,93950,831-373-8323
138,Liraglutide,"Diabetes, Type 2","""I have been taking Victoza for about a month. Started at 0.6mg for the first two weeks and lost about 3 pounds. Increased to 1.2mg after two weeks and have lost an extra 9 pounds for a total of twelve pounds the first month. My main complaint is a little upset stomach and a little diarrhea. But I can handle it for the sake of weight loss. I seriously cannot eat no where near as much as before.  I used to be able to eat 6 pieces of a papa John s large pizza in one sitting. Now I can barely eat 2 without the crust. I have waaaaayyyy more energy now. I don t understand how some people are having problems with injection site.  I Wash my hands and use alcohol to clean injection site before I give myself the shot.""",9,30-Mar-17,PHARMACY EXPRESS - 048,190 EMERALD PARKWAY,97426,541-895-3701
139,Sutent,Renal Cell Carcinoma,"""I am a 72 year old male that had a kidney removed six years ago. Since then the cancer reformed in my hip causing a partial hip replacement, then on to my
breast bone (radiation treatment) and finally my lung and adrenal gland. At that
point I was put on Sutent 50mg which caused white count issues. We dialed down to
37.5 which stabilized the blood and now after three months my tumors have shrunk by half. Side effects are not pleasant but tolerable. Bottom line I am still alive
thanks to Sutent.""",9,23-Dec-10,PAYLESS DRUG,2411 MARTIN LUTHER KING JUNIOR BOULEVARD,97401,541-234-0026
140,Ethinyl estradiol / norethindrone,Birth Control,"""I ve been on this birth control for a year and I have to say that it s very practical for my body. I used to get brutal cramps and long periods. No matter what type of birth control I had debilitating cramps. Lolo has caused my cramps to stop and my period is consistent and lasts 2 days. Only downside is I did get some acne, but the acne may be just due to something else since I ve dealt with breakouts prior to trying lolo. Also my boobs grew a lot which I m happy about. This medication is not for everyone, if you experience adverse effects stop taking it immediately as it does not agree with every woman.""",8,18-May-17,WELLNESS PHARMACY,1150 CRATER LAKE AVENUE,97504,541-774-3939
141,Tramadol,Pain,"""This medication does not relieve eve the slightest pain.""",1,02-Jun-15,FELTON PHARMACY,6240 HIGHWAY 9,95018,831-335-4461
142,Tylenol with Codeine #3,Pain,"""After I was discharged from intensive care, I reported no pain, and no pain killers were given previously. After given Tylenol 3 in liquid form, and I started to experience pain with an extra large headache. The pain was in my eyes, temples, and ears not to mention throat. I got cold and my legs started to shake. Then I experienced more swelling in my throat than before, but I thought that this was post op normal. After the second dose I started to panic quietly inside and I couldn t get liquid Advil out of my mind! The nurse only had tablets, so my husband arrived and rushed me to the pharmacy to get some Chldrens liquid Advil, and 30 minutes later I was pain free! I m not touching my prescription for Tylenol 3 and will tell the doc ASAP.""",1,18-Apr-17,PAYLESS DRUG LONG TERM CARE PHARMACY,28717 GRUMMAN DRIVE,97402,503-626-9436
143,BuSpar,Panic Disorde,"""I have a 10 year old who is autistic, is the size of a 13 year old, and has had severe panic and tantrums since he was 4 years old. He is also going through puberty early.

We have tried just about every medication and he has had severe side effects, until Buspar.

We started with 5mg twice a day for 2 weeks and now are 10mg twice a day. Within 36 hours we noticed a considerable change in his physical symptoms (he is non-verbal and cannot tell us what is wrong/or what hurts)
The school is sending home notes saying he is learning to calm himself and self regulate better and is having more spontaneous language and learning at school.

We supplement the Buspar with 3mg daily of risperdal and are hoping to phase out the RISPERDAL this year.""",10,26-Oct-14,RICES PHARMACY,910 NORTHWEST KINGS BOULEVARD,97330,541-752-7779
144,Magnesium citrate,Constipation,"""Make sure you drink more than 8 ozs of water after taking the whole bottle.  LOTS OF WATER right after taking it..  You will need butt ointment, vinyl gloves, baby wipes, and garbage bags.  I had to take 3 bottles in 24 hrs  for the colonoscopy.  My butt was terribly raw,  I used cold pressed castor oil, but I heard A&amp;D ointment works good and prob won t be as oily..  It took 2 hrs to work with just 8 ozs of water, but would have worked sooner if I had taken 16 ozs of water.  The more water you drink the more it will work.  I bought lemon flavor at Big Lots, but I ve heard it comes in grape or cherry.""",10,17-Feb-17,BI-MART - 638,4157 NORTHWEST HIGHWAY 101,97367,541-994-6284
145,Tioconazole,Vaginal Yeast Infection,"""So, I ve had a yeast infection for two weeks thinking it would go away like the last one. I was completely wrong! My sister decided lets go to the grocery store last night. So, I was all for the trip just to get Monistat. Now, I ve tried the 7-day and 3-day. The seven day made my very uncomfortable I felt as though ants were down there, but the 3 day just didn t work. I ve got a diflucan but it didn t clear it. I told myself give Monistat one more time. I grabbed the 1-day off the shelf went home and used it around 9pm. Oh my gosh I have seen a complete improvement overnight. Thank you no more symptoms this morning.""",10,11-Apr-15,SAMARITAN PACIFIC COMMUNITIES HOSPITAL,930 SOUTHWEST ABBEY STREET,97365,541-574-4840
146,Depo-Provera,Birth Control,"""I have been getting the shot since having my 3rd baby 17 months ago. Honestly, the 1st year was awesome! No periods, no mood swings, and no weight gain! Actually improved my moods and I lost all my baby weight right away. I was also breastfeeding at the time. As soon as I stopped when my son was 12 mos old, I guess the hormones in my body changed and reacted differently with the shot. I started bleeding for weeks at a time. I would bleed light to moderate for about 3-4 weeks and then stop for about 2 weeks and start up again. I ve now gained about 10-15 lbs. and I m starting to break out a bit and I never break out. Also my moods are definitely off. I can really feel the difference. Up and down all the time. It was great while it lasted!""",6,15-Apr-11,KAISER PERMANENTE SKYLINE MEDICAL OFFICE,5125 SKYLINE ROAD SOUTH,97306,503-588-5988
147,Drospirenone / ethinyl estradiol,,"""I hate this birth control. I was originally taking Gianvi which I absolutely loved because I didn t gain ANY weight. My acne cleared up and I stayed slim. For some reason my pharmacy switched me to Nikki and in 2 months I went from 121 to 143. I am 5 4 and I lift weights 5 days a week. I use to be defined/toned and now I m so bloated all the time I look fluffy and bulky. I do NOT like this birth control and my skin does not like it either!! :(""",4,13-Apr-15,WALGREENS - 12767,480 DIABLO ROAD,94526,925-855-8145
148,Safyral,Birth Control,"""So I ve been on this birth control for about three months. In the beginning I was hungry all the time and it really upset my stomach. After about three weeks that was gone and it was awesome. No babies. Easy periods almost no cramps it was too good to be true. Now here I am three months into the pill and I ve hit a horrible depression. I ve never been depressed. But everyday I cry and get so sad I can t go out and I don t want to eat or do anything. I ve diminished. So I ve decided to get off the pill immediately. I think I ll stick to the condoms. I would rather use condoms than be overwhelmingly sad all the time.""",5,12-Jul-15,LUCKY SUPERMARKETS - 748,1322 EL CAMINO REAL,94066,650-742-9737
149,Levonorgestrel,Emergency Contraception,"""Me and my boyfriend did the deed on 3/10, the condom had broke. My period had just ended. We didn t realize until after when he was pulling out. We immediately began to panic. I took a quick rinse off shower (don t know if this is the best idea but oh well) after I rinsed off we went to the store and bought plan b. We went home right after and I took it. I was feeling really nervous about this whole thing. I began to read so many reviews. On 3/14 I began to bleed very heavily and had cramps that lasted for 6 days. I started having cramps, my breast hurt, and everything u can think. I was due 4/3. I took a test and it came back NEG. I was 12 days late before it finally came! It takes time but I promise everything will be okay in the end!""",10,20-Apr-17,WALGREENS - 6101,3655 ALHAMBRA AVENUE,94553,925-372-0337
150,Effexor XR,Depression,"""Only the brand name version of Effexor works for me.  Luckily my medical insurance agreed with my doctor and authorized me to continue getting the brand name version.

I have found it to be very effective.  An Interesting &quot;good side effect&quot; is it helps with my serious face pain. A win win medicine.""",10,24-Dec-15,TARGET,200 VINTAGE WAY,94945,415-895-3103
151,Desyrel,Insomnia,"""I was taking regular Trazodone on and off for a couple of years, it stopped working so my doctor switched me to Desyrel. It s a good pill for the fact that it does make you tired, but I d make sure you re gonna get 8 or more hours of sleep before you take it. I was prescribed 100mg pills, and I only took half of a pill whenever I took it, and I had the hardest time waking up the next day. Also, with the reg Trazodone and with Desyrel, it took a long time for it to kick in for me (2  hours), but that might be because I have a high tolerance to pills. If you re new to this medicine, take it on the weekend, or whenever you can sleep in, so you can see how it works.""",6,07-Feb-12,TARGET,1790 AIRLINE HIGHWAY,95023,831-638-4824
152,Glyburide,"Diabetes, Type 2","""I am taking 1/2 pill twice a day (5mg total) with Fortamet, the difference is amazing!""",9,10-Jul-13,WALGREENS - 4107,10 WEST MAIN STREET,95695,530-668-8589
153,Escitalopram,Generalized Anxiety Disorde,"""First off let me start off by saying that I am only here because before I started this medication I lived and died by the reviews on here. As a matter of fact had it not been for the reviews I probably never would have taken the chance and been A LOT worse off. If your reading this you&rsquo;re probably at the point where you know you should take this medicine but anxiety is telling you it will harm or kill you. Don&rsquo;t listen to it. It&rsquo;s LYING. This medicine took me from being agoraphobic to attending rock concerts. It doesn&rsquo;t work overnight and the side effects DID suck but they were worth every single one. I have my life back and my only regret is that I waited so long to try. I started in May and by October I was basically a brand new person.""",10,25-Nov-17,WALGREENS - 3158,1718 SOQUEL AVENUE,95062,831-425-3911
154,Aldesleukin,Renal Cell Carcinoma,"""I was diagnosed with Stage IV Renal Cell Carcinoma (RCC) in April 2009, and told by my primary care physician that my prognosis was approximately 6-9 months, perhaps a year. I found an oncologist that specialized in RCC and was told that this was the only course of action that had the potential to cure, not just stall the progression of my cancer. After 3 courses, I have had a complete response - no detectable cancer for 6 months so far.""",10,13-Sep-10,WALGREENS - 4625,830 3RD STREET,94901,415-455-9919
155,Zoloft,Social Anxiety Disorde,"""No terrible side effects a side from severe headaches when I miss a dose. Completely regulated my anxiety and mood.""",8,24-Feb-15,WAL-MART - 2190,1720 EAST MAIN STREET,95776,530-668-1457
156,Desvenlafaxine,Depression,"""Have developed visual problems, thinning hair on top of my head, insomnia, and loss of sexual interest.""",3,15-Jan-12,WAL-MART - 1630,1906 FORT JONES ROAD,96097,530-842-9060
157,Levonorgestrel,,"""I ve never had kids and I am 32 fyi. The insertion was the most pain I ve ever felt in my life I almost passed out. For the first 3 months I bled everyday and had pretty bad cramps. I am at month 6 now and the cramps are maybe a few times a month. I still spot but its very light and I am not getting my period anymore. It had also helped with the endometriosis. Overall i am satisfied.""",7,03-Apr-17,KAISER PERMANENTE BIRCH BUILDING PHARMACY,910 MARSHALL STREET,94063,650-299-2234
158,Drospirenone / ethinyl estradiol,Birth Control,"""I switched to Gianvi from Aviane in hopes of clearing up my acne. I was VERY excited because Yaz is supposed to be a miracle. My experience was far from a miracle. My skin did not clear up AT ALL, and got worse. I m a freaking irrational hothead all month. I m usually very good at shrugging off the small stuff, but it s like I have absolutely no control over my emotions anymore. I ve become very lethargic; I could sleep all day if you d let me. My once raging sex drive is now hardly existent. On the bright side, it did work strictly as birth control (hence the 4 rating). I ve already made an appointment to switch.""",4,17-Jan-12,PHARM MED SERVICES,2129 HACIENDA WAY,95825,916-487-4488
159,Phentermine / topiramate,Obesity,"""I am 60 yo male starting weight 297lbs. Since January 1, 2014, I am now at 225lbs.
I no longer take blood pressure medicine, cholesterol medicine, and asthma inhaler. I also have MS. This is the best treatment for a new lease on life. I will continue on till I hit my goal weight of 195lbs. I have been a vegetarian for the past 28 years of my life.""",10,29-May-14,LIMS SHASTA LAKE PHARMACY,4215 FRONT STREET,96019,530-275-2100
160,Pristiq,Major Depressive Disorde,"""Worked to begin with and then after a while stopped working""",3,09-Apr-15,RITE AID - 6104,807 SOUTH MAIN STREET,96097,530-842-5596
161,Lurasidone,Bipolar Disorde,"""I m one of those unlucky people that doesn t really respond to antidepressants, so I need an antipsychotic to stabilize my mood.  I was on Seroquel for a many years but switched after the negative effects of my memory and concentration, which ended up being not so subtle; weight gain and oversleeping came a little while after as well, so I found it was time to switch. This is my best try so far after Seroquel, but that s not saying much.  Having to take this with food   needing to go to sleep pretty much Right After or else getting lost in a paranoid/anxious frenzy/limbo-type state is really quite challenging. I also get tired pretty early which I believe is due to the half-life of the medication (18 hours or so)""",5,05-Jul-15,RITE AID - 6072,2801 K STREET,95816,916-441-5252
162,Miconazole,Vaginal Yeast Infection,"""I wish I read the earlier reviews to prepare myself. Oh my goodness this itches quite a bit,  is that seriously wrong?  Cause I know hydrogen peroxide itches and burns when it s cleaning a cut maybe that s the same thing.... I havent tried the itch cream that comes with it but that s for external use and the itching is internal with warnings on the box not to scratch. Gonna be a rough night.""",3,21-Apr-16,RITE AID - 5965,80 RANCHO DEL MAR,95003,831-688-6417
163,Acamprosate,Alcohol Dependence,"""I had been a bad binge drinker for the last nine years. Going on benders ranging from 5 days to at worse 2 and a half weeks. I could remain abstinent for anything from 1 month to 8 months but always relapsed eventually. 4 hospital detoxes, countless home ones and very ill heavy drinking. Had a warning that my liver had early stage of chirrosiss so that scared me enough to try Campral. 6 a day, been on it a month now complete abstinence and generally feel, marvelous with no cravings or thoughts. So far so good. I m sleeping great and feel calm and more balanced.""",10,25-Oct-10,WALGREENS - 6214,210 MOUNT HERMON ROAD,95066,831-430-9113
164,Spironolactone,Acne,"""I went off the birth control pill at age 38 (after being on for almost 20 years) and within 2 months my skin went crazy. I started experiencing bad cystic acne to the point I had no less than 10 bumps at once and was spending a lot of time and money at the dermatologist on injections. I had never had a cyst before--just typical teen acne breakouts in high school and college. It was painful and I felt embarrassed to go anywhere in public. My self esteem plummeted. After 3 months my dermatologist recommended spironolactone. I started at 200 mg and within a month my face was totally clear. After 6 months I went down to 150, then another 6 months down to 100, which is the dosage I still take 2 years later. Best medication ever!""",10,12-Jan-15,RITE AID - 6075,2214 EL CAMINO AVENUE,95821,916-922-8752
165,Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,"""This is my 4th pregnancy.  I ve always had bad morning sickness with each pregnancy but always ended by my 10th week.  I started the Rx at 7 weeks and tried stopping at 13 weeks but experience terrible withdrawal symptoms. I only take 1 pill at night. When I tried stopping the med,  I violently throw up, nauseous all day, body aches and excessive sweating.  I would have never started the prescription if I knew stopping it is this painful.""",3,18-Jan-17,CVS - 9393,2075 MENDOCINO AVENUE,95401,707-542-4480
166,Demerol,Pain,"""I was given Demorol for pain in the ER about (3)days ago for terrible menstrual cramps and I can say it is definitely a 10 for pain, but the side effects are not the best. I have been drowsy, thirsty, and still a little dizzy, but I guess it depends on the individual.""",10,15-Sep-09,WALGREENS - 6807,5020 MADISON AVENUE,95841,916-339-9712
167,Vyvanse,Binge Eating Disorde,"""Have taken 30mg daily since mid July. Up until this week I have been very pleased at how effectively it has stopped my binge eating. However this week it has prevented me from sleeping at night for 4 nights straight. Scary. Not sure how to stop taking it safely.""",8,15-Oct-15,RITE AID - 5927,1165 ARNOLD DRIVE,94553,925-372-0945
168,Depo-Provera,Birth Control,"""I have been using this method of Birth Control for over ten years now, I am hesitant to change to another form. I have not had a period since starting Depo and never had a pregnancy scare. I have gained weight while on the shot but it could be just my eating habits and lack of exercise! I would recommend this form of birth control for anyone who cannot remember to take a pill or who does not want to worry about getting pregnant. Once every three months is easy to do and I have never been happier with any form of birth control.""",10,05-Sep-11,TARGET,3601 NORTH FREEWAY BOULEVARD,95834,916-576-0488
169,Sovaldi,Hepatitis C,"""I got this medicine last month, and am now start to getting good results.""",9,11-Jan-16,DAVID GRANT UNITED STATES AIR FORCE MEDICAL CENTER-DOD,101 BODIN CIRCLE,94535,707-423-7300
170,Sertraline,Depression,"""I ve had depression on and off for years but more recently have felt worse. Having tried various antidepressants my Dr prescribed 50mg of sertraline. I started it a few days ago and have noticed that I have no appetite. I sleep for only a few hours a night. But it s early days..""",3,28-Apr-17,RALEY S - 305,2323 WEST HAMMER LANE,95209,209-955-1510
171,Motrin IB,Back Pain,"""Effective in reducing discomfort""",9,10-Jun-09,MANOR LEADER PHARMACY,2361 NORTHGATE BOULEVARD,95833,916-922-9392
172,Valacyclovir,Cold Sores,"""Valtrex is fantastic if used correctly for cold sores.  For adults the dose is 2 grams at first symptom of a cold sore, followed by 2 grams 12 hours later.  That s it.  Now the key is getting that first dose right when you feel the first symptom (tingling, burning, swelling etc.)  This medicine has worked great for me and usually prevents the sore from breaking the skin, thus no one even knowing I was getting a cold sore.  Anyone who gets cold sores knows how awful they are and how long they take to heal.  I have not had as much success with acyclovir.

Be sure you always have some Valtrex on hand.  If you wait until you get a cold sore before calling the doctor, it s probably too late, but take it anyway to reduce healing time.""",9,12-Nov-11,WALGREENS - 2521,300 MONTGOMERY STREET,94104,415-788-2984
173,Buprenorphine / naloxone,Opiate Dependence,"""This drug saved my life and my marriage!""",10,07-Aug-10,FEATHER RIVER TRIBAL HEALTH - OROVILLE CLINIC,2145 5TH AVENUE,95965,530-534-5394
174,Metoprolol,Heart Attack,"""I take metoprolol tartrate not metoprolol with hydrochlorthiazide, however I have noticed a marked frequency of urination and polyuria after starting this medication.  My doctor suspected a urinary tract infection (although I am not experiencing dysuria, fever, chills or having any other typical UTI symptoms).  Urinalysis was negative, prostate exam was negative, cystoscopy was negative.

The medicine is doing what it is supposed to be doing, but having to urinate every two hours around the clock is certainly interfering with my sleep.  I did find a reference on Drugs.com that said increased urination was a rarely encountered side effect of this drug, but my doctors insist it doesn t have that side effect and I have spent a fortune ruling out other conditions.""",5,23-May-11,SAFEWAY,3320 ARDEN WAY,95825,916-483-9574
175,Pristiq,Depression,"""I am a 47 yo male who has been on 100mg of Pristiq for 2 years.  First on 50mg then increased.  I found I was sleepy for the first few months but nothing compared to the original symptoms like depression, anxiety etc.  My only concern is the withdrawal effects.  On one occasion, I went to Pharmacy on Saturday and they advised I needed a new script.  I had to wait until Monday to get a script and they were the two worst days in my life....the withdrawal was chaotic, I argued with the chemist in a rage....never done this before...I called them an hour later sobbing and apologising for my behavior, I had awful flashes in my eyes and headaches that made a migraine feel like party.....I was frantic at the doctor on the Monday morning""",7,10-Nov-13,WALGREENS - 3295,8102 EAST 14TH STREET,94621,510-633-3044
176,Montelukast,Asthma,"""This is a great medication with no side effects.""",9,03-Sep-09,PH MEDICAL PHARMACY,350 PARNASSUS AVENUE,94117,415-564-9191
177,Dextromethorphan,Cough,"""Woke up in the middle of the night with a horrendous cough.  I decided to take the some cough medicine and went back to sleep.  It stopped the cough. Then I woke up in my own excrement (seriously), severe diarrhea. Heart palpitations, extreme dizziness, sweating and confusion. I almost went to the emergency room. I will never take this again.""",2,25-Oct-16,RITE AID - 6081,9133 KIEFER BOULEVARD,95826,916-366-1377
178,Levitra,Erectile Dysfunction,"""I took the 20 mg dosage.  I was able to get about a 50% erection.  However, I got hives mainly on the backs of my upper legs and the back of my head.""",4,14-Sep-17,WALGREENS - 3170,3400 TELEGRAPH AVENUE,94609,510-597-0458
179,Restoril,Insomnia,"""Due to major anxiety and stress can t sleep before 6-7:30am was put on anti-anxiety pill and Restoril today.  The anti-anxiety pill kicked in fast and made me kinda drowsy but the Restoril 30mg I just took 45 min ago doesn t seem to be kicking in.  

Should I take another?  I do drink ale here and there but that should increase my effect not stop it right?  
Maybe I should get used to Vampire hours!! This sucks lol""",1,06-Jun-15,WAL-MART - 2031,30600 DYER STREET,94587,510-475-5523
180,Azathioprine,Autoimmune Hepatitis,"""I ve been taking imuran for 18 years also prednisone 
Stopped prednisone 3 years ago. And started on alluropinal with Imuran
For last 3 years. Have now  stopped alluropinal because I ve got urticaria they think it s alluropinal . This has been for 6 weeks just started it again  2 days ago and rash back very painful. Not sure what I will take with imuran now if anything. Don t understand. Also take Lipitor Zoloft 
I m a diabetic also and take metforam and insulin nova rapid and lantus.
Also aspirin. I m 50 this year and it s worrying""",10,14-Mar-16,KAISER PERMANENTE ELK GROVE MEDICAL OFFICES PHARMACY,9201 BIG HORN BOULEVARD,95758,916-478-5400
181,Adapalene / benzoyl peroxide,Acne,"""I always had clear skin but then started getting breakouts on my cheeks and thought epiduo would help. Two weeks into it my forehead began to breakout horribly, and my cheeks remained the same. I stayed on it for 2 months and my forehead got continually worse and when on epiduo breakouts would not heal and left red scarring. A week ago I gave up and quit epiduo. MY FOREHEAD IS CLEAR and the marks are fading faster. My cheeks are still the same but I can live with my skin again. My skin hated epiduo and it only gave me more acne. If you can live with skin as is do not go on epiduo. It may eventually get better but you will go through hell first.""",2,12-Jan-16,RITE AID - 6069,831 K STREET,95814,916-444-0690
182,Linzess,"Constipation, Chronic","""Took Linzess for one month. Side effect is diarrhea so I stayed close to bathroom. Diarrhea tapered off. On day 31 diarrhea hit hard all day. I don t like the severe diarrhea. I skipped one dose and bowel movement was normal.""",10,24-Feb-17,WAL-MART - 2598,3661 TRUXEL ROAD,95834,916-928-9673
183,Levetiracetam,Seizures,"""First I had partial seizures (after head injury in 2004) and after grand mal 2014 I almost died because of status epilepticus. After that I am on Keppra 1000mg a day (500mg morning, 500mg evening) for 2 years now. First month or two I had headache and double vision, sometimes I was a bit aggressive 
but after few months it was ok. For me it is good medicine, now i have 10 petit mals a year and I think that bad-heavy weather changes is causing them. 
I want to tell you, that after first or second month side effects went away. For me it is important, that I take Keppra with good meal in morning and evening. It is good medicine, just do not give up. 
Love you all.""",9,07-Dec-16,KAISER PERMANENTE FAIRFIELD MEDICAL OFFICES,1550 GATEWAY BOULEVARD,94533,707-427-4208
184,Ziana,Acne,"""This medicine is amazing. After suffering from pretty bad acne and trying every topical product out there (benzoyl peroxide, salicylic acid, tea tree oil, sulfur masks, etc.), I had pretty much given up all hope of clear skin. I started Ziana and saw no immediate results, but kept applying every night. A month later, my acne was significantly reduced. Two months later... I only have two small pimples that are in the stage of drying up. I highly recommend Ziana; it seems to be gentle on the skin. Keep with it! The results are amazing. I m so much more confident. Good luck! P.S. I used in combination with doxycycline, which seems to significantly improve results.""",10,24-Apr-12,KAISER PERMANENTE WYNDHAM MEDICAL OFFICE REFILL PHARMACY,7300 WYNDHAM DRIVE,95823,916-525-6040
185,Suboxone,Opiate Dependence,"""I m thinking back to 2006 when I was first put on this drug by a doc. They promised me that it wasn t like methadone... They promised me ZERO withdrawal... &quot;It s not addictive,&quot; the docs said. They started me out on 24 mgs a day. What a joke. 
Here I sit, ELEVEN YEARS later... Still hooked on this soul stealer. 
I am once again trying to stop on my own. It s been 48 hrs since my last dose of .5 mgs or maybe a bit less. Idk if I m going to make it, but I want to. I want a chance to actually live my life. I m 36 and I don t have any children. I wanted to have children... but felt it was irresponsible to get pregnant while hooked on subs. I hope it s not too late. 
The only good thing is that it kept me off the streets""",5,29-May-17,VALLEY HEALTH CENTER MOORPARK PHARMACY,2400 MOORPARK AVENUE,95128,408-885-7675
186,Nexplanon,Birth Control,"""I got nexplanon February 2015 at first my period was every 2 month which I loved. They are normal now. December 2015 I started gaining weight which I thought was just holiday so January I started exercising and lost 15 of the 30 pounds since I gained 10 back and and can t lose anything I diet exercise when ever my boyfriends not looking (I don t feel comfortable in front of him) and he s noticed the weight we got in a fight and he actually slipped up and called me fat. And said all I do is sit on my ass that s why I gained it. But I also got so depressed and cried over everything panic attacks every day and thought of self harm. The depression is gone now for the weight. I like it would give 10 stars except the depression and weight.""",9,05-May-16,LUCKY SUPERMARKETS - 730,2355 CALIFORNIA BOULEVARD,94559,707-253-1643
